FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11768,3,2,0,28,196.432542,12.898336,0.019072,13.561824,0.644416,1.710700,0.000000,7.411200,0.337700,0.024300,0.885700,-8.156722,-4.450523,-2.342523,7.313589,10.029989,7.342189
11769,0,0,0,28,196.443707,12.697760,0.018464,12.716224,0.000000,0.000000,0.000000,10.154901,0.000000,0.000000,0.560700,-5.406623,-4.444123,-2.527123,0.000000,0.000000,0.000000
11770,1,0,0,28,196.466058,11.967200,0.017824,12.627424,0.642400,0.724200,0.000000,11.260800,0.084600,0.006700,1.127100,-15.489122,-4.449422,-2.160523,7.313389,9.746089,7.340589
11771,1,0,0,28,196.477233,12.671872,0.019168,13.332576,0.641536,1.051900,0.000000,3.777700,0.122900,0.007000,0.614900,-11.804722,-4.451023,-2.690622,7.320489,9.953989,7.348389
11772,1,0,0,28,196.488396,12.780416,0.018912,13.439265,0.639936,0.704000,0.000000,6.537300,0.123300,0.007100,0.657400,-9.040123,-4.451822,-2.617822,7.155289,9.736789,7.179889
11773,3,2,0,28,196.499563,12.739648,0.018304,13.404192,0.646240,2.064100,0.000000,7.695700,0.294900,0.026700,0.732800,-7.865523,-4.448722,-2.423122,7.151789,9.863288,7.179788
11774,0,0,0,28,196.510732,21.947359,0.021184,21.968544,0.000000,0.000000,0.000000,10.158799,0.000000,0.000000,0.551700,-5.400923,-4.449223,-2.700223,0.000000,0.000000,0.000000
11775,2,1,0,28,196.533090,1.307840,0.019168,1.965312,0.638304,1.205300,0.000000,12.633101,0.213800,0.018300,0.636100,-14.130822,-4.448423,-2.497222,7.161588,9.916688,7.200388
11776,1,0,0,28,196.555408,3.154656,0.018784,3.814304,0.640864,0.240000,0.000000,15.054500,0.118900,0.008600,0.694900,-11.667624,-4.449423,-2.550623,7.151889,9.809189,7.180989
11777,1,0,0,28,196.566590,12.499072,0.019104,13.160832,0.642656,0.812600,0.000000,1.950800,0.099800,0.007200,0.744300,-13.638023,-4.449023,-1.721923,7.155289,9.918489,7.183389
11778,1,0,0,28,196.577759,12.384447,0.018784,13.043871,0.640640,0.855900,0.000000,6.084700,0.095400,0.006900,0.575400,-9.488623,-4.448123,-2.657222,7.160189,9.798889,7.198389
11779,3,2,0,28,196.588917,12.700768,0.019008,13.359424,0.639648,1.868000,0.000000,6.745200,0.366500,0.027100,0.586100,-8.818522,-4.449422,-2.665323,7.152088,10.170288,7.181288
11780,0,0,0,28,196.600113,17.539040,0.019200,17.558239,0.000000,0.000000,0.000000,8.812800,0.000000,0.000000,0.658000,-6.783722,-4.445222,-2.519822,0.000000,0.000000,0.000000
11781,3,2,0,28,196.622484,12.600097,0.017984,13.289665,0.671584,1.951600,0.000000,11.167900,0.327900,0.024600,0.642700,-15.581424,-4.443623,-1.429123,7.155989,10.207489,7.199989
11782,1,1,0,28,196.633604,13.029759,0.018816,14.029151,0.980576,0.670500,0.000000,8.158800,0.107900,0.008000,0.553800,-7.336723,-4.451923,-2.713923,7.151689,10.163589,7.179889
11783,0,0,0,28,196.644784,13.153215,0.021600,13.174815,0.000000,0.000000,0.000000,10.840799,0.000000,0.000000,0.601500,-4.714323,-4.447423,-2.644823,0.000000,0.000000,0.000000
11784,1,0,0,28,196.667111,12.694784,0.018784,13.356096,0.642528,0.745100,0.000000,14.559800,0.119400,0.006700,0.620300,-12.152122,-4.451423,-2.628222,7.161189,9.855888,7.193589
11785,3,2,0,28,196.678308,12.089184,0.019648,12.750113,0.641280,1.718800,0.000000,7.588800,0.269200,0.034200,0.716700,-8.020722,-4.449923,-2.445422,7.150389,10.067088,7.177989
11786,1,1,0,28,196.689454,13.200544,0.018112,14.202529,0.983872,0.770600,0.000000,9.362700,0.097100,0.007200,0.598300,-6.193122,-4.451223,-2.623822,7.154489,10.464789,7.197789
11787,0,0,0,28,196.700628,17.894112,0.019136,17.913248,0.000000,0.000000,0.000000,11.011101,0.000000,0.000000,0.597900,-4.556423,-4.450723,-2.173623,0.000000,0.000000,0.000000
11788,2,1,0,28,196.722993,6.003936,0.018080,6.663840,0.641824,1.287000,0.000000,14.616799,0.212500,0.018200,0.645800,-11.847022,-4.450323,-2.675722,7.154489,9.955289,7.186889
11789,1,0,0,92,196.745319,8.621152,0.019008,9.283744,0.643584,0.331700,0.000000,11.605400,0.159200,0.007800,0.623800,-15.128623,-4.351823,-2.426523,7.151889,9.882988,7.189589
11790,1,0,0,92,196.756474,12.817568,0.018848,13.477152,0.640736,0.654600,0.000000,1.982100,0.149700,0.006700,0.612900,-13.485323,-4.350323,-2.556623,7.152888,9.858788,7.178888
11791,2,1,0,92,196.767644,12.628352,0.018336,13.288384,0.641696,1.443800,0.000000,5.112200,0.179700,0.023000,0.663300,-10.348422,-4.243823,-2.400523,7.173389,9.811588,7.219289
11792,2,1,0,92,196.790007,6.639392,0.018368,7.298208,0.640448,1.005300,0.000000,6.645700,0.211700,0.016500,0.664800,-19.906322,-4.195622,-2.191523,7.156988,10.051688,7.218089
